,ATC_Code,cids,Compound_Name
2812,L01EX01,5329102,Sunitinib
2813,J01EC01,5329,Sulfamethoxazole
2814,L01EF01,5330286,Palbociclib
2815,J01ED05,5330,Sulfamethoxypyridazine
2816,L01CD01,53313247,Paclitaxel
2817,N07BA03,53315056,Varenicline
2818,J02AX06,53319866,Anidulafungin
2819,D06BA05,5333,Sulfanilamide
2820,A10XA01,53359,Tolrestat
2821,J01ED08,5335,Sulfaphenazole
2822,J01EB04,5336,Sulfapyridine
2823,A07AX03,5337997,Nifuroxazide
2824,L04AA46,53380437,Itacitinib
2825,B01AC11,53394043,Iloprost
2826,D11AH02,53394893,Pimecrolimus
2827,A07AA11,53395233,Rifaximin
2828,J01DD10,53396029,Cefetamet
2829,A10BJ01,53396299,Exenatide
2830,A07EC01,5339,Sulfasalazine
2831,D06BA02,5340,Sulfathiazole
2832,M04AB02,5342,Sulfinpyrazone
2833,J01DD16,53432469,Cefditoren
2834,J01EB01,5343,Sulfaisodimidine
2835,J01EB05,5344,Sulfafurazole
2836,V04CE02,5345,Sulfobromophthalein
2837,M04AB05,53465279,Lesinurad
2838,M03AC10,53486180,Mivacurium chloride
2839,L01EG01,53486199,Temsirolimus
2840,B01AC11,53486260,Iloprost
2841,D11AH02,53486290,Pimecrolimus
2842,J01DE01,53486338,Cefepime
2843,P01BE03,53486426,Artesunate
2844,B02AB01,53487898,Aprotinin
2845,L01XX16,5351154,Mitoguazone
2846,P01AX10,5351474,Fumagillin
2847,L01XH02,5352062,Romidepsin
2848,A11CC06,5353325,Calcifediol
2849,J01DE01,5353490,Cefepime
2850,J01DD07,5353510,Ceftizoxime
2851,A11CC02,5353584,Dihydrotachysterol
2852,A02BB02,5353607,Enprostil
2853,A02BA03,5353622,Famotidine
2854,C10AA04,5353627,Fluvastatin
2855,P01AX10,5353634,Fumagillin
2856,G01AX06,5353636,Furazolidone
2857,G02AD03,5353643,Gemeprost
2858,C01DX12,5353788,Molsidomine
2859,D01AC11,5353853,Oxiconazole
2860,J01FA06,5353933,Roxithromycin
2861,J01FA02,5353959,Spiramycin
2862,C04AX19,5354,Suloctidil
2863,D02BA02,5355130,Octinoxate
2864,N05AL01,5355,Sulpiride
2865,J01FA02,5356392,Spiramycin
2866,N03AX03,5356,Sultiame
2867,N05AL02,5357,Sultopride
2868,G01AA11,5358751,Pentamycin
2869,N02CC01,5358,Sumatriptan
2870,R05DA01,5359271,Ethylmorphine
2871,M01AE07,5359,Suprofen
2872,A12CC01,5360315,Magnesium chloride
2873,L01DC01,5360373,Bleomycin
2874,N07BB04,5360515,Naltrexone
2875,R05DA09,5360696,Dextromethorphan
2876,C01DX12,5360788,Molsidomine
2877,L01DB05,5360991,Zorubicin
2878,N02AF01,5361092,Butorphanol
2879,J01DC02,5361202,Cefuroxime
2880,D01AC11,5361463,Oxiconazole
2881,J01DD05,5361486,Cefmenoxime
2882,J01DD07,5361848,Ceftizoxime
2883,J01DD09,5361871,Cefodizime
2884,A06AH01,5361917,Methylnaltrexone bromide
2885,J01DD08,5362065,Cefixime
2886,J01FA06,5362068,Roxithromycin
2887,C09AA12,5362116,Delapril
2888,C09AA03,5362119,Lisinopril
2889,C09AA07,5362124,Benazepril
2890,C09AA05,5362129,Ramipril
2891,J05AE02,5362440,Indinavir
2892,N02AA04,5362460,Nicomorphine
2893,D10AB02,5362487,Sulfur
2894,P03AA02,5362529,Potassium polysulfide
2895,B06AB01,53627695,Hemin
2896,M02AA22,5362,Suxibuzone
2897,L01XX16,5363702,Mitoguazone
2898,N06AB02,5365247,Zimeldine
2899,C01CE03,53708,Enoximone
2900,S01AX16,5371549,Picloxydine
2901,N05AF02,5372683,Clopenthixol
2902,R06AX08,5375785,Pyrrobutamine
2903,M03CA01,5378825,Dantrolene
2904,J01MA16,5379,Gatifloxacin
2905,D05AX05,5381,Tazarotene
2906,J01FA03,5382853,Midecamycin
2907,C03CX01,5384145,Etozolin
2908,L01BC03,5386,Tegafur
2909,V10BX01,5388879,Strontium (89Sr) chloride
2910,J04AK05,5388906,Bedaquiline
2911,C09AA02,5388962,Enalapril
2912,J01FA03,5388982,Midecamycin
2913,L01CA02,5388993,Vincristine
2914,A07AX03,5390108,Nifuroxazide
2915,C01AC03,539061,Cymarin
2916,N05CD07,5391,Temazepam
2917,C09AA14,5393,Temocapril
2918,L01AX03,5394,Temozolomide
2919,L01CB02,5396,Teniposide
2920,G04CA03,5401,Terazosin
2921,R03AC03,5403,Terbutaline
2922,R06AX12,5405,Terfenadine
2923,J01DF01,54117,Aztreonam
2924,C05AD02,5411,Tetracaine
2925,R05CB11,54120,Stepronin
2926,J01DD07,54121176,Ceftizoxime
2927,J01DD07,54121177,Ceftizoxime
2928,R01AA06,5419,Tetryzoline
2929,A02BB02,54207505,Enprostil
2930,D01AE16,54260,Amorolfine
2931,L04AX02,5426,Thalidomide
2932,A10BB04,54274969,Glibornuride
2933,C03BD01,5429,Theobromine
2934,D01AC06,5430,Tiabendazole
2935,B01AC11,54313,Iloprost
2936,R01AC02,54385,Levocabastine
2937,R06AD03,5440,Thiethylperazine
2938,C10AA01,54454,Simvastatin
2939,B05CA03,5447130,Nitrofural
2940,N05AL04,54477,Remoxipride
2941,J01DD18,54486399,Cefteram
2942,N05AC02,5452,Thioridazine
2943,L01AC01,5453,Thiotepa
2944,J01DD13,54547,Cefpodoxime
2945,P03AA05,5455,Thiram
2946,D04AA01,5457,Thonzylamine
2947,A07EC04,54585,Balsalazide
2948,P01BE01,5458876,Artemisinin
2949,D06BA01,5459124,Silver sulfadiazine
2950,J01DF01,5459211,Aztreonam
2951,D08AK04,54598522,Merbromin
2952,B03BA01,5460135,Cyanocobalamin
2953,A07XA03,5460341,Calcium compounds
2954,B03BA01,54605677,Cyanocobalamin
2955,L01DC01,5460769,Bleomycin
2956,L01EG01,54608508,Temsirolimus
2957,L01XX02,5460875,Asparaginase
2958,L01CB02,54610154,Teniposide
2959,V09AA01,5462076,Technetium (99mTc) exametazime
2960,N07BC06,5462328,Diamorphine
2961,R05DA12,5463874,Acetyldihydrocodeine
2962,P01BE03,5464098,Artesunate
2963,J01DE01,5464190,Cefepime
2964,J01DD18,5464257,Cefteram
2965,J01DE03,5464317,Cefozopran
2966,C09AA16,5464343,Imidapril
2967,J01FA13,5464388,Dirithromycin
2968,J01MA15,5464436,Gemifloxacin
2969,J01DF01,5466987,Aztreonam
2970,A11GA01,54670067,Ascorbic acid (vit C)
2971,J05AJ01,54671008,Raltegravir
2972,A01AB22,54671203,Doxycycline
2973,C01DX22,54674461,Vericiguat
2974,A01AB13,54675776,Tetracycline
2975,A01AB21,54675777,Chlortetracycline
2976,D06AA03,54675779,Oxytetracycline
2977,A01AB23,54675783,Minocycline
2978,J01AA05,54675785,Metacycline
2979,B01AA01,54676038,Dicoumarol
2980,M01AC01,54676228,Piroxicam
2981,L03AX02,54676478,Roquinimex
2982,B01AA07,54676537,Acenocoumarol
2983,D10AF04,54676539,Meclocycline
2984,M01AC06,54677470,Meloxicam
2985,N07XX10,54677946,Laquinimod
2986,M01AC02,54677971,Tenoxicam
2987,B01AA03,54678486,Warfarin
2988,N05AL03,5467,Tiapride
2989,J01AA11,54680675,Clomocycline
2990,D06AA01,54680690,Demeclocycline
2991,B01AA04,54680692,Phenprocoumon
2992,J01AA14,54681908,Sarecycline
2993,J05AE09,54682461,Tipranavir
2994,J01AA09,54682938,Rolitetracycline
2995,L04AA31,54684141,Teriflunomide
2996,B01AA08,54685524,Ethyl biscoumacetate
2997,J01AA10,54686187,Penimepicycline
2998,N02BA03,54686350,Choline salicylate
2999,J01AA12,54686904,Tigecycline
3000,J01AA04,54687131,Lymecycline
3001,C10AA03,54687,Pravastatin
3002,M01AE11,5468,Tiaprofenic acid
3003,M01AC05,54690031,Lornoxicam
3004,J01AA15,54697325,Omadacycline
3005,D08AJ04,546977,Cetrimide
3006,J05AD02,546,Fosfonet
3007,J01AA04,54707177,Lymecycline
3008,B01AA11,54708299,Tioclomarol
3009,J05AJ04,54713659,Cabotegravir
3010,J01AA04,54714462,Lymecycline
3011,J01AA04,54724371,Lymecycline
3012,J05AJ03,54726191,Dolutegravir
3013,J01AA13,54726192,Eravacycline
3014,B01AC05,5472,Ticlopidine
3015,A06AH05,54732242,Naldemedine
3016,G02CB03,54746,Cabergoline
3017,J01FA07,5474986,Josamycin
3018,L01EB06,54758501,Olmutinib
3019,J05AX19,5475,Tilorone
3020,R03CC12,54766,Bambuterol
3021,B03AA02,5478817,Ferrous fumarate
3022,B01AE05,5478933,Ximelagatran
3023,J01DC02,5479529,Cefuroxime
3024,J01DD04,5479530,Ceftriaxone
3025,J01DE01,5479537,Cefepime
3026,J01DE02,5479539,Cefpirome
3027,J01XD02,5479,Tinidazole
3028,J01FA06,5480431,Roxithromycin
3029,J01DD02,5481173,Ceftazidime
3030,J05AF07,5481350,Tenofovir disoproxil
3031,D01AC07,5482,Tioconazole
3032,G04BX16,5483,Tiopronin
3033,J01DD02,5484131,Ceftazidime
3034,N06BA09,54841,Atomoxetine
3035,C01BA01,5484444,Quinidine
3036,C09AA10,5484727,Trandolapril
3037,R05DB24,5484,Tipepidine
3038,C05CA04,5486699,Troxerutin
3039,J01DD10,5486821,Cefetamet
3040,N03AX16,5486971,Pregabalin
3041,R03BB04,5487426,Tiotropium bromide
3042,J01DD10,5487888,Cefetamet
3043,M03BX02,5487,Tizanidine
3044,A06AH02,5488548,Alvimopan
3045,C01DX03,5489013,Oxyfedrine
3046,C09AA06,54892,Quinapril
3047,C01CA21,5489638,Cafedrine
3048,C03BX03,54910,Cicletanine
3049,J01DD08,5491577,Cefixime
3050,C01DX03,5492952,Oxyfedrine
3051,C09XA02,5493444,Aliskiren
3052,J01FA15,5496803,Telithromycin
3053,R07AB02,5497,Nikethamide
3054,N05BA23,5502,Tofisopam
3055,A10BB05,5503,Tolazamide
3056,C04AB02,5504,Tolazoline
3057,A10BB03,5505,Tolbutamide
3058,D01AE19,5506,Tolciclate
3059,M01AB03,5509,Tolmetin
3060,D01AE18,5510,Tolnaftate
3061,M02AX06,5511,Tolperisone
3062,J01MA22,5517,Tosufloxacin
3063,N06AX19,55191,Gepirone
3064,G03XB01,55245,Mifepristone
3065,R01AA09,5524,Tramazoline
3066,B02AA02,5526,Tranexamic acid
3067,J02AC02,55283,Itraconazole
3068,N06AF04,5530,Tranylcypromine
3069,C01DX11,5531,Trapidil
3070,N06AX05,5533,Trazodone
3071,L04AA19,55362,Gusperimus
3072,A03AX09,5536,Trepibutone
3073,C03DB02,5546,Triamterene
3074,C01CA14,55483,Dopexamine
3075,J01DF02,55568,Carumonam
3076,N05CD05,5556,Triazolam
3077,C03AA06,5560,Trichlormethiazide
3078,N05CM07,5563,Triclofos
3079,D08AE04,5564,Triclosan
3080,A16AX12,5565,Trientine
3081,N05AB06,5566,Trifluoperazine
3082,N05AD02,5567,Trifluperidol
3083,N05AA05,5568,Triflupromazine
3084,N04AA01,5572,Trihexyphenidyl
3085,A03AA05,5573,Trimebutine
3086,R06AD01,5574,Alimemazine
3087,N03AC02,5576,Trimethadione
3088,R06AA10,5577,Trimethobenzamide
3089,J01EA01,5578,Trimethoprim
3090,P01AX07,5583,Trimetrexate
3091,N06AA06,5584,Trimipramine
3092,D05AD01,5585,Trioxysalen
3093,D04AA04,5587,Tripelennamine
3094,C09AA09,55891,Fosinopril
3095,A10BG01,5591,Troglitazone
3096,S01FA06,5593,Tropicamide
3097,A02BX11,5597,Troxipide
3098,V08AB08,56016,Iopentol
3099,R01AA11,5603,Tuaminoheptane
3100,R03AC11,5606,Tulobuterol
3101,V08AC09,5611,Tyropanoic acid
3102,J05AG02,5625,Delavirdine
3103,C09AA08,56330,Cilazapril
3104,N03AB05,56339,Fosphenytoin
3105,D01AE04,5634,Undecylenic acid
3106,C02CA06,5639,Urapidil
3107,A03AX14,5648,Valethamate
3108,V09IX05,56494,Fluorodopa (18F)
3109,B02AA01,564,Aminocaproic acid
3110,N06AX16,5656,Venlafaxine
3111,S01LA03,56603655,Pegaptanib
3112,J05AP09,56640146,Dasabuvir
3113,L01EM03,56649450,Alpelisib
3114,N03AG04,5665,Vigabatrin
3115,N06AX09,5666,Viloxazine
3116,L01CA04,5672,Vinorelbine
3117,B03AB03,56840845,Sodium feredetate
3118,L01XH02,56840936,Romidepsin
3119,V08CA08,56840960,Gadobenic acid
3120,V08CA01,56841013,Gadopentetic acid
3121,V08CA10,56841043,Gadoxetic acid
3122,D07AB05,56841872,Fluperolone
3123,A07BC02,56841936,Kaolin
3124,A12CC05,56841975,Magnesium aspartate
3125,J01DI02,56841980,Ceftaroline fosamil
3126,J01DF01,56842327,Aztreonam
3127,A10BJ06,56843331,Semaglutide
3128,J05AP06,56843464,Asunaprevir
3129,A10BJ01,56927919,Exenatide
3130,N07BB02,56955933,Calcium carbimide
3131,A06AH03,56959087,Naloxegol
3132,C01EB18,56959,Ranolazine
3133,A02BX01,56965767,Carbenoxolone
3134,J01DD10,56986002,Cefetamet
3135,A11CC02,5702045,Dihydrotachysterol
3136,S01FA05,5702065,Homatropine
3137,A03BB06,5702066,Homatropine methylbromide
3138,R01AX03,5702073,Ipratropium bromide
3139,D01AC08,5702077,Ketoconazole
3140,A07AA02,5702099,Nystatin
3141,A02BA03,5702160,Famotidine
3142,C01AX02,5702166,Peruvoside
3143,L01XA01,5702198,Cisplatin
3144,J01FA02,5702243,Spiramycin
3145,R01AA07,5709,Xylometazoline
3146,L01DB05,57164040,Zorubicin
3147,R03DC01,5717,Zafirlukast
3148,D11AX22,57182275,Ivermectin
3149,N05CF03,5719,Zaleplon
3150,B05XA12,5727,Zinc chloride
3151,L01XX69,57327016,Lurbinectedin
3152,J05AR14,57327017,Darunavir and cobicistat
3153,N05CF02,5732,Zolpidem
3154,L01EB05,57335384,Rociletinib
3155,J01XX09,57336511,Daptomycin
3156,M01AB04,5733,Zomepirac
3157,H01BB01,57346808,Demoxytocin
3158,N03AX15,5734,Zonisamide
3159,N05CF01,5735,Zopiclone
3160,D11AX10,57363,Finasteride
3161,N05AX11,5736,Zotepine
3162,L01ED02,57379345,Ceritinib
3163,M01CB03,57417071,Auranofin
3164,A07AA10,57417187,Colistin
3165,A01AB10,57417192,Natamycin
3166,J01DD01,5742673,Cefotaxime
3167,J01DF01,5742832,Aztreonam
3168,C03CX01,5743585,Etozolin
3169,A01AC02,5743,Dexamethasone
3170,A06AX04,57458936,Linaclotide
3171,D06BB10,57469,Imiquimod
3172,L01DC03,5746,Mitomycin
3173,S01AX16,5748610,Picloxydine
3174,A03AB03,5749,Oxyphenonium
3175,A07AA11,57507834,Rifaximin
3176,L01XH02,57515973,Romidepsin
3177,A01AC03,5754,Hydrocortisone
3178,A07EA01,5755,Prednisolone
3179,G03CA04,5756,Estriol
3180,G03CA03,5757,Estradiol
3181,C02AA02,5770,Reserpine
3182,J01DB02,5773,Cefaloridine
3183,C04AB01,5775,Phentolamine
3184,C01DX06,5777,Hexobendine
3185,G03AD02,57788673,Ulipristal
3186,G03AD02,57789981,Ulipristal
3187,A06AD18,5780,Sorbitol
3188,L01BC09,5790,Floxuridine
3189,B05CX01,5793,Glucose
3190,D08AX02,57953977,Eosin
3191,A14AA04,579666,Metenolone
3192,J02AX04,58012659,Caspofungin
3193,D11AX08,5803,Tiratricol
3194,J01XX12,58076382,Lefamulin
3195,A01AD01,5816,Epinephrine
3196,L03AX14,5818,Histamine dihydrochloride
3197,H03AA01,5819,Levothyroxine sodium
3198,J01MA10,58258,Rufloxacin
3199,N06BA02,5826,Dexamfetamine
3200,N07AB01,5831,Carbachol
3201,C03DA01,5833,Spironolactone
3202,J01FA06,5837004,Roxithromycin
3203,N05CA10,5838,Cyclobarbital
3204,A10BH03,58391580,Saxagliptin
3205,H02AA01,5839,Aldosterone
3206,N05CA21,5842,Allobarbital
3207,J05AG06,58460047,Doravirine
3208,A03AX06,58521,Idanpramine
3209,M01CC01,5852,Penicillamine
3210,P02BB01,5853,Metrifonate
3211,L04AA44,58557659,Upadacitinib
3212,G03AC02,5857,Lynestrenol
3213,A14AA09,5858,Norethandrolone
3214,A03BB02,5861,Methylatropine
3215,A07EA03,5865,Prednisone
3216,G03CA07,5870,Estrone
3217,H02AB05,5875,Paramethasone
3218,A14AA08,5878,Oxandrolone
3219,A14AA07,5881,Prasterone
3220,J01XX09,58936818,Daptomycin
3221,A03AA03,5902,Camylofin
3222,J01CE09,5903,Procaine benzylpenicillin
3223,J01CE01,5904,Benzylpenicillin
3224,D06BB01,5905,Idoxuridine
3225,C01CA09,5906,Metaraminol
3226,N07AX01,5910,Pilocarpine
3227,A05AX01,5911905,Piprozolin
3228,R07AB03,5917,Pentetrazol
3229,N07XX05,5918,Amifampridine
3230,N04BC09,59227,Rotigotine
3231,A04AA02,59311377,Granisetron
3232,S01EB07,5936,Fluostigmine
3233,L01EG01,5938194,Temsirolimus
3234,N02BG11,59509752,Mirogabalin
3235,C01BA01,5953,Quinidine
3236,D06AX02,5959,Chloramphenicol
3237,A16AA03,5961,Glutamine
3238,B05XB03,5962,Lysine
3239,S01EB04,5966,Demecarium
3240,C07AB09,59768,Esmolol
3241,A04AD04,5977,Chlorobutanol
3242,L01CA02,5978,Vincristine
3243,S01EB05,5983,Physostigmine
3244,G03CA01,5991,Ethinylestradiol
3245,G03DA04,5994,Progesterone
3246,M03AA02,6000,Tubocurarine
3247,J02AX06,60017315,Anidulafungin
3248,J01MA05,60021,Temafloxacin
3249,G04BE07,6005,Apomorphine
3250,N02BB03,6009,Aminophenazone
3251,G03BA02,6010,Methyltestosterone
3252,G03BA03,6013,Testosterone
3253,A03BB06,60148388,Homatropine methylbromide
3254,B03BA04,60148401,Cobamamide
3255,J01FA13,60148420,Dirithromycin
3256,D07AC18,60148445,Prednicarbate
3257,V08CA04,60148448,Gadoteridol
3258,N05AE03,60149,Sertindole
3259,D10AD03,60164,Adapalene
3260,M03AC07,60168,Doxacurium chloride
3261,R06AD06,6016,Thiazinam
3262,N07XX06,6018,Tetrabenazine
3263,P01BE03,60196289,Artesunate
3264,G01AA11,60196306,Pentamycin
3265,B03BA05,60196341,Mecobalamin
3266,A07AA02,60196358,Nystatin
3267,L02BG06,60198,Exemestane
3268,J01DB03,6024,Cefalotin
3269,A07AA08,6032,Kanamycin
3270,V04CE01,6036,Galactose
3271,C01CA06,6041,Phenylephrine
3272,A11DA01,6042,Thiamine (vit B1)
3273,N06DA05,604519,Ipidacrine
3274,J01MA09,60464,Sparfloxacin
3275,N04BA01,6047,Levodopa
3276,A01AB10,6057875,Natamycin
3277,A16AA04,6058,Mercaptamine
3278,B01AC04,60606,Clopidogrel
3279,J05AB12,60613,Cidofovir
3280,N03AG06,60648,Tiagabine
3281,A04AA04,60654,Dolasetron
3282,C08CX01,60663,Mibefradil
3283,A03AB04,6067,Penthienate
3284,L01CE01,60700,Topotecan
3285,M01AX23,60712,Tenidap
3286,V08CA04,60714,Gadoteridol
3287,S01BC11,60726,Bromfenac
3288,L01BC05,60750,Gemcitabine
3289,L01XD05,60751,Temoporfin
3290,C01BD05,60753,Ibutilide
3291,V08CA03,60754,Gadodiamide
3292,N05AA04,6077,Acepromazine
3293,L01CA04,60780,Vinorelbine
3294,C01CA22,60789,Arbutamine
3295,N05AX12,60795,Aripiprazole
3296,L02BG05,60796,Vorozole
3297,N01AH06,60815,Remifentanil
3298,C10AA05,60823,Atorvastatin
3299,J05AF05,60825,Lamivudine
3300,C01CA10,6082,Methoxamine
3301,N06AX21,60835,Duloxetine
3302,L01CE02,60838,Irinotecan
3303,C09CA03,60846,Valsartan
3304,M05BA06,60852,Ibandronic acid
3305,N05AE04,60854,Ziprasidone
3306,J05AH01,60855,Zanamivir
3307,N02CC03,60857,Zolmitriptan
3308,J05AF08,60871,Adefovir dipivoxil
3309,J05AF09,60877,Emtricitabine
3310,J01CF03,6087,Meticillin
3311,C09CA05,60919,Tasosartan
3312,M05BA05,60937,Tiludronic acid
3313,P02BX02,6093,Niridazole
3314,B01AC17,60947,Tirofiban
3315,L01BC06,60953,Capecitabine
3316,C01EB10,60961,Adenosine
3317,J01CF02,6098,Cloxacillin
3318,A06AD19,6099959,Magnesium citrate
3319,V03AB17,6099,Methylthioninium chloride
3320,C01BA05,6100671,Ajmaline
3321,C01BD02,6100,Bretylium tosilate
3322,V08CA09,6102852,Gadobutrol
3323,M01AG02,610479,Tolfenamic acid
3324,M01CB04,6104,Aurothioglucose
3325,V03AE07,6116,Calcium acetate
3326,J01DE02,6125514,Cefpirome
3327,A03AB15,6127,Diphemanil
3328,G01AD01,612,Lactic acid
3329,V03AE08,61300,Ferric citrate
3330,V03AB26,6137,Methionine
3331,S01XA05,6144,Sodium edetate
3332,N05BC04,6151,Mebutamate
3333,H02AA03,6166,Desoxycortone
3334,M04AC01,6167,Colchicine
3335,P01BB01,6178111,Proguanil
3336,P01CC01,6178305,Nifurtimox
3337,N02AC05,61791,Bezitramide
3338,L01AD08,6194,Uramustine
3339,J01CF04,6196,Oxacillin
3340,N01AB02,6212,Chloroform
3341,C05AA10,6215,Fluocinolone acetonide
3342,B05CB02,6224,Sodium citrate
3343,G03AC01,6230,Norethisterone
3344,L01CA02,62313,Vincristine
3345,J04AB01,6234,Cycloserine
3346,L01AC02,6235,Triaziquone
3347,C01DX04,6237,Benziodarone
3348,G03DA03,6238,Hydroxyprogesterone
3349,J01DF02,6244162,Carumonam
3350,J01CA01,6249,Ampicillin
3351,A06AD16,6251,Mannitol
3352,L01BC01,6253,Cytarabine
3353,S01AD02,6256,Trifluridine
3354,N05BX01,6257,Mephenoxalone
3355,D01AE08,6258,Ticlatone
3356,A01AB05,62705,Polynoxylin
3357,C10AC02,62816,Colestipol
3358,G03GA04,62819,Urofollitropin
3359,A12AA08,62820,Calcium glycerylphosphate
3360,V04CE02,6282,Sulfobromophthalein
3361,S01AA25,62858,Azidamfenicol
3362,A12AA10,62859,Calcium glucoheptonate
3363,N05AA06,62865,Cyamemazine
3364,N05AC04,62867,Pipotiazine
3365,M03AC11,62887,Cisatracurium
3366,N05CM01,6292,Methaqualone
3367,J01MA13,62959,Trovafloxacin
3368,A14AA03,6300,Metandienone
3369,D07AC14,63019,Methylprednisolone aceponate
3370,D08AH02,6301,Chlorquinaldol
3371,C03CX01,6304,Etozolin
3372,N06AX02,6305,Tryptophan
3373,C03BA02,6307,Quinethazone
3374,D10AD05,6314185,Motretinide
3375,J01DD09,6321412,Cefodizime
3376,J01DD13,6321413,Cefpodoxime
3377,M03AC08,6321422,Fazadinium bromide
3378,D11AX22,6321424,Ivermectin
3379,L01DB05,6321432,Zorubicin
3380,A07AA13,6324616,Rifamycin
3381,C09XA01,6324659,Remikiren
3382,L01CA02,6324671,Vincristine
3383,L01DC02,6326719,Plicamycin
3384,D11AC03,6326970,Selenium compounds
3385,A02AB01,6328211,Aluminium hydroxide
3386,V09AA02,6328682,Technetium (99mTc) bicisate
3387,M01CB03,6333901,Auranofin
3388,J01DD13,6335986,Cefpodoxime
3389,A04AA05,6337614,Palonosetron
3390,N01BX01,6337,Ethyl chloride
3391,N01AX07,6338045,Etomidate
3392,C10AA04,6347538,Fluvastatin
3393,V04CX05,636363,13C-urea
3394,L01DB08,636397,Pirarubicin
3395,D07AB11,636398,Hydrocortisone buteprate
3396,A02BX01,636403,Carbenoxolone
3397,J01DD11,636405,Cefpiramide
3398,C01AC01,6364534,G-strophanthin
3399,B01AC09,6364626,Epoprostenol
3400,C02CC07,6365314,Guanoxabenz
3401,D09AA13,6374,Iodoform
3402,L04AX07,637568,Dimethyl fumarate
3403,A03BA03,637577,Hyoscyamine
3404,J01FA02,6376223,Spiramycin
3405,M09AA01,638267,Hydroquinine
3406,A04AD01,638340,Scopolamine
3407,V04CJ02,638678,Protirelin
3408,H01CA01,638793,Gonadorelin
3409,J01FA03,6392391,Midecamycin
3410,J01DD15,6398970,Cefdinir
3411,J01DD15,6399253,Cefdinir
3412,H01CB02,6400441,Octreotide
3413,J01DB07,6410758,Cefatrizine
3414,J05AG03,64139,Efavirenz
3415,J05AE04,64143,Nelfinavir
3416,D08AK04,6419892,Merbromin
3417,J01FA02,6419898,Spiramycin
3418,D11AX22,6419971,Ivermectin
3419,J01FA07,6419972,Josamycin
3420,A07AA02,6420032,Nystatin
3421,M03BX05,6426824,Thiocolchicoside
3422,D11AX22,6427057,Ivermectin
3423,C01BA13,6432105,Hydroquinidine
3424,A04AD01,6432494,Scopolamine
3425,V04CX06,6433083,Hexaminolevulinate
3426,B03AA02,6433164,Ferrous fumarate
3427,A07AA02,6433272,Nystatin
3428,G01AX05,6433427,Nifuratel
3429,N02CX06,6434185,Oxetorone
3430,C01DX14,6434395,Cinepazet
3431,G02AD03,6434870,Gemeprost
3432,A02BB02,6435207,Enprostil
3433,B01AC11,6435378,Iloprost
3434,P02CX03,6436009,Moxidectin
3435,P01AX10,6436022,Fumagillin
3436,A07AX04,6436054,Nifurzide
3437,J01DD17,6436055,Cefcapene
3438,J01XE02,6436103,Nifurtoinol
3439,B03BA04,6436143,Cobamamide
3440,C01DX14,6436156,Cinepazet
3441,G01AF13,6436171,Azanidazole
3442,A07AA11,6436173,Rifaximin
3443,N02CX06,6436540,Oxetorone
3444,J01DC10,6436628,Cefprozil
3445,D06BB02,64377,Tromantadine
3446,N03AX24,644019,Cannabidiol
3447,C01BA04,644020,Sparteine
3448,J01FA02,6440717,Spiramycin
3449,N02AE01,644073,Buprenorphine
3450,H01BA03,644076,Lypressin
3451,L01EG02,6442177,Everolimus
3452,L01EA03,644241,Nilotinib
3453,V03AX02,6445230,Nalfurafine
3454,L01DC04,6445540,Ixabepilone
3455,G01AF14,6446788,Propenidazole
3456,G03BA01,6446,Fluoxymesterone
3457,D11AH02,6447131,Pimecrolimus
3458,L01EK01,6450551,Axitinib
3459,P01BF01,6450800,Artemether and lumefantrine
3460,J05AG05,6451164,Rilpivirine
3461,A04AD01,6451257,Scopolamine
3462,B03AA08,6451676,Ferrous tartrate
3463,C01BA04,6452127,Sparteine
3464,V08CA07,6452618,Ferric ammonium citrate
3465,V09BA03,6452753,Technetium (99mTc) pyrophosphate
3466,R03DA09,6453414,Acefylline piperazine
3467,B01AB11,6453528,Sulodexide
3468,L01CE04,6456014,Belotecan
3469,N05CA05,6464,Aprobarbital
3470,R05DB23,6465,Piperidione
3471,A03BA03,64692,Hyoscyamine
3472,J01CE10,64725,Benzathine phenoxymethylpenicillin
3473,P01AX10,6473755,Fumagillin
3474,J01FA13,6473883,Dirithromycin
3475,A01AB10,6473973,Natamycin
3476,N05CA03,6473,Butobarbital
3477,C01AC03,6474106,Cymarin
3478,B03BA01,6474318,Cyanocobalamin
3479,B03BA03,6474319,Hydroxocobalamin
3480,B03BA04,6474320,Cobamamide
3481,D04AA34,6475,Chlorphenoxamine
3482,N03AD03,6476,Mesuximide
3483,J01CA09,6479523,Azlocillin
3484,J04AK06,6480466,Delamanid
3485,R05DB04,6481,Isoaminile
3486,N05CM04,6488,Carbromal
3487,J01EE04,64937,Sulfamoxole and trimethoprim
3488,D08AC03,64949,Propamidine
3489,N05CM15,6494,Methylpentynol
3490,A05AB01,64950,Nicotinyl methylamide
3491,P01CB01,64953,Meglumine antimonate
3492,L03AX16,65015,Plerixafor
3493,J05AE05,65016,Amprenavir
3494,J05AH02,65028,Oseltamivir
3495,B05BB03,6503,Trometamol
3496,B02BC06,65045,Thrombin
3497,D06BB08,65050,Ibacitabine
3498,A11CC06,6506392,Calcifediol
3499,G01AX05,6507267,Nifuratel
3500,D11AH02,6509979,Pimecrolimus
3501,D08AC04,65130,Hexamidine
3502,C01DA05,6518,Pentaerithrityl tetranitrate
3503,D11AX04,65248,Lithium succinate
3504,N05BC03,6526,Emylcamate
