,ATC_Code,cids,Compound_Name,inchi_key,pert_id
1011,L01EX01,5329102,Sunitinib,WINHZLLDWRZWRT-ATVHPVEESA-N,BRD-K42828737
1012,L01EX01,5329102,Sunitinib,WINHZLLDWRZWRT-ATVHPVEESA-N,BRD-M64432851
1013,J01EC01,5329,Sulfamethoxazole,JLKIGFTWXXRPMT-UHFFFAOYSA-N,BRD-K28494619
1014,L01EF01,5330286,Palbociclib,AHJRHEGDXFFMBM-UHFFFAOYSA-N,BRD-K51313569
1015,J01ED05,5330,Sulfamethoxypyridazine,VLYWMPOKSSWJAL-UHFFFAOYSA-N,BRD-K00938507
1016,A10XA01,53359,Tolrestat,LUBHDINQXIHVLS-UHFFFAOYSA-N,BRD-K85693895
1017,J01ED08,5335,Sulfaphenazole,QWCJHSGMANYXCW-UHFFFAOYSA-N,BRD-K10671814
1018,J01EB04,5336,Sulfapyridine,GECHUMIMRBOMGK-UHFFFAOYSA-N,BRD-K41406082
1019,A07AX03,5337997,Nifuroxazide,YCWSUKQGVSGXJO-NTUHNPAUSA-N,BRD-K68188368
1020,D06BA02,5340,Sulfathiazole,JNMRHUJNCSQMMB-UHFFFAOYSA-N,BRD-K14705039
1021,M04AB02,5342,Sulfinpyrazone,MBGGBVCUIVRRBF-UHFFFAOYSA-N,BRD-A36217750
1022,J01EB05,5344,Sulfafurazole,NHUHCSRWZMLRLA-UHFFFAOYSA-N,BRD-K50859149
1023,M04AB05,53465279,Lesinurad,FGQFOYHRJSUHMR-UHFFFAOYSA-N,BRD-K75024268
1024,L01XH02,5352062,Romidepsin,OHRURASPPZQGQM-GCCNXGTGSA-N,BRD-K61397605
1025,D01AC11,5353853,Oxiconazole,QRJJEGAJXVEBNE-HKOYGPOVSA-N,BRD-K56104152
1026,C04AX19,5354,Suloctidil,BFCDFTHTSVTWOG-UHFFFAOYSA-N,BRD-A34205397
1027,N05AL01,5355,Sulpiride,BGRJTUBHPOOWDU-UHFFFAOYSA-N,BRD-A55272860
1028,N02CC01,5358,Sumatriptan,KQKPFRSPSRPDEB-UHFFFAOYSA-N,BRD-K50938287
1029,M01AE07,5359,Suprofen,MDKGKXOCJGEUJW-UHFFFAOYSA-N,BRD-A34006693
1030,N07BB04,5360515,Naltrexone,DQCKKXVULJGBQN-XFWGSAIBSA-N,BRD-K88172511
1031,R05DA09,5360696,Dextromethorphan,MKXZASYAUGDDCJ-NJAFHUGGSA-N,BRD-K33211335
1032,N02AF01,5361092,Butorphanol,IFKLAQQSCNILHL-QHAWAJNXSA-N,BRD-K42417338
1033,J01DC02,5361202,Cefuroxime,JFPVXVDWJQMJEE-SWWZKJRFSA-N,BRD-K63641886
1034,D01AC11,5361463,Oxiconazole,QRJJEGAJXVEBNE-MOHJPFBDSA-N,BRD-K23369905
1035,J01DD08,5362065,Cefixime,OKBVVJOGVLARMR-QSWIMTSFSA-N,BRD-K71059170
1036,C09AA12,5362116,Delapril,WOUOLAUOZXOLJQ-MBSDFSHPSA-N,BRD-K00573984
1037,C09AA03,5362119,Lisinopril,RLAWWYSOJDYHDC-BZSNNMDCSA-N,BRD-K67966701
1038,C09AA07,5362124,Benazepril,XPCFTKFZXHTYIP-PMACEKPBSA-N,BRD-K49807096
1039,C09AA05,5362129,Ramipril,HDACQVRGBOVJII-JBDAPHQKSA-N,BRD-K89348303
1040,J05AE02,5362440,Indinavir,CBVCZFGXHXORBI-PXQQMZJSSA-N,BRD-K33226500
1041,M02AA22,5362,Suxibuzone,ONWXNHPOAGOMTG-UHFFFAOYSA-N,BRD-K78815826
1042,C01CE03,53708,Enoximone,ZJKNESGOIKRXQY-UHFFFAOYSA-N,BRD-K21152241
1043,J01MA16,5379,Gatifloxacin,XUBOMFCQGDBHNK-UHFFFAOYSA-N,BRD-A74980173
1044,D05AX05,5381,Tazarotene,OGQICQVSFDPSEI-UHFFFAOYSA-N,BRD-K76841105
1045,L01BC03,5386,Tegafur,WFWLQNSHRPWKFK-UHFFFAOYSA-N,BRD-A79903587
1046,C09AA02,5388962,Enalapril,GBXSMTUPTTWBMN-XIRDDKMYSA-N,BRD-K57545991
1047,L01CA02,5388993,Vincristine,OGWKCGZFUXNPDA-CFWMRBGOSA-N,BRD-K82109576
1048,N05CD07,5391,Temazepam,SEQDDYPDSLOBDC-UHFFFAOYSA-N,BRD-A93093700
1049,L01AX03,5394,Temozolomide,BPEGJWRSRHCHSN-UHFFFAOYSA-N,BRD-K32107296
1050,G04CA03,5401,Terazosin,VCKUSRYTPJJLNI-UHFFFAOYSA-N,BRD-A22256192
1051,R03AC03,5403,Terbutaline,XWTYSIMOBUGWOL-UHFFFAOYSA-N,BRD-A50157456
1052,R06AX12,5405,Terfenadine,GUGOEEXESWIERI-UHFFFAOYSA-N,BRD-A06352418
1053,J01DF01,54117,Aztreonam,WZPBZJONDBGPKJ-FSPLSTOPSA-N,BRD-K12437696
1054,C05AD02,5411,Tetracaine,GKCBAIGFKIBETG-UHFFFAOYSA-N,BRD-K45071273
1055,R01AA06,5419,Tetryzoline,BYJAVTDNIXVSPW-UHFFFAOYSA-N,BRD-A28856712
1056,D01AE16,54260,Amorolfine,MQHLMHIZUIDKOO-AYHJJNSGSA-N,BRD-A37390343
1057,L04AX02,5426,Thalidomide,UEJJHQNACJXSKW-UHFFFAOYSA-N,BRD-A93255169
1058,C03BD01,5429,Theobromine,YAPQBXQYLJRXSA-UHFFFAOYSA-N,BRD-K34888156
1059,D01AC06,5430,Tiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,BRD-K77695569
1060,R06AD03,5440,Thiethylperazine,XCTYLCDETUVOIP-UHFFFAOYSA-N,BRD-K69600043
1061,C10AA01,54454,Simvastatin,RYMZZMVNJRMUDD-HGQWONQESA-N,BRD-K22134346
1062,B05CA03,5447130,Nitrofural,IAIWVQXQOWNYOU-FPYGCLRLSA-N,BRD-K79092138
1063,N05AL04,54477,Remoxipride,GUJRSXAPGDDABA-NSHDSACASA-N,BRD-K54094468
1064,N05AC02,5452,Thioridazine,KLBQZWRITKRQQV-UHFFFAOYSA-N,BRD-A84481105
1065,L01AC01,5453,Thiotepa,FOCVUCIESVLUNU-UHFFFAOYSA-N,BRD-K09631521
1066,P03AA05,5455,Thiram,KUAZQDVKQLNFPE-UHFFFAOYSA-N,BRD-K29254801
1067,A07EC04,54585,Balsalazide,IPOKCKJONYRRHP-UHFFFAOYSA-N,BRD-K41410256
1068,J05AJ01,54671008,Raltegravir,CZFFBEXEKNGXKS-UHFFFAOYSA-N,BRD-K05658747
1069,B01AA01,54676038,Dicoumarol,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,BRD-K82236179
1070,L03AX02,54676478,Roquinimex,SGOOQMRIPALTEL-UHFFFAOYSA-N,BRD-K03384561
1071,B01AA07,54676537,Acenocoumarol,VABCILAOYCMVPS-UHFFFAOYSA-N,BRD-A65051990
1072,B01AA03,54678486,Warfarin,PJVWKTKQMONHTI-UHFFFAOYSA-N,BRD-A24514565
1073,N05AL03,5467,Tiapride,JTVPZMFULRWINT-UHFFFAOYSA-N,BRD-K57432881
1074,B01AA04,54680692,Phenprocoumon,DQDAYGNAKTZFIW-UHFFFAOYSA-N,BRD-A49838158
1075,C10AA03,54687,Pravastatin,TUZYXOIXSAXUGO-PZAWKZKUSA-N,BRD-K60511616
1076,M01AE11,5468,Tiaprofenic acid,GUHPRPJDBZHYCJ-UHFFFAOYSA-N,BRD-A72988804
1077,B01AC05,5472,Ticlopidine,PHWBOXQYWZNQIN-UHFFFAOYSA-N,BRD-K00603606
1078,G02CB03,54746,Cabergoline,KORNTPPJEAJQIU-KJXAQDMKSA-N,BRD-K86882815
1079,J05AX19,5475,Tilorone,MPMFCABZENCRHV-UHFFFAOYSA-N,BRD-K34568562
1080,R03CC12,54766,Bambuterol,ANZXOIAKUNOVQU-UHFFFAOYSA-N,BRD-A17462676
1081,J01DC02,5479529,Cefuroxime,JFPVXVDWJQMJEE-IZRZKJBUSA-N,BRD-K02733959
1082,J01XD02,5479,Tinidazole,HJLSLZFTEKNLFI-UHFFFAOYSA-N,BRD-K89125793
1083,D01AC07,5482,Tioconazole,QXHHHPZILQDDPS-UHFFFAOYSA-N,BRD-A33084557
1084,N06BA09,54841,Atomoxetine,VHGCDTVCOLNTBX-QGZVFWFLSA-N,BRD-K20141153
1085,M03BX02,5487,Tizanidine,XFYDIVBRZNQMJC-UHFFFAOYSA-N,BRD-K06335600
1086,A06AH02,5488548,Alvimopan,UPNUIXSCZBYVBB-JVFUWBCBSA-N,BRD-K07857022
1087,C09AA06,54892,Quinapril,JSDRRTOADPPCHY-HSQYWUDLSA-N,BRD-K72222507
1088,C09XA02,5493444,Aliskiren,UXOWGYHJODZGMF-QORCZRPOSA-N,BRD-K30020243
1089,R07AB02,5497,Nikethamide,NCYVXEGFNDZQCU-UHFFFAOYSA-N,BRD-K91544578
1090,A10BB05,5503,Tolazamide,OUDSBRTVNLOZBN-UHFFFAOYSA-N,BRD-K32164935
1091,C04AB02,5504,Tolazoline,JIVZKJJQOZQXQB-UHFFFAOYSA-N,BRD-K46211610
1092,A10BB03,5505,Tolbutamide,JLRGJRBPOGGCBT-UHFFFAOYSA-N,BRD-K85119730
1093,M01AB03,5509,Tolmetin,UPSPUYADGBWSHF-UHFFFAOYSA-N,BRD-K82562631
1094,D01AE18,5510,Tolnaftate,FUSNMLFNXJSCDI-UHFFFAOYSA-N,BRD-K44273375
1095,M02AX06,5511,Tolperisone,FSKFPVLPFLJRQB-UHFFFAOYSA-N,BRD-A27732521
1096,J01MA22,5517,Tosufloxacin,WUWFMDMBOJLQIV-UHFFFAOYSA-N,BRD-A41450521
1097,G03XB01,55245,Mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,BRD-K37270826
1098,J02AC02,55283,Itraconazole,VHVPQPYKVGDNFY-ZPGVKDDISA-N,BRD-A23067620
1099,C01DX11,5531,Trapidil,GSNOZLZNQMLSKJ-UHFFFAOYSA-N,BRD-K95763993
1100,N06AX05,5533,Trazodone,PHLBKPHSAVXXEF-UHFFFAOYSA-N,BRD-K70778732
1101,C03DB02,5546,Triamterene,FNYLWPVRPXGIIP-UHFFFAOYSA-N,BRD-K92049597
1102,C03AA06,5560,Trichlormethiazide,LMJSLTNSBFUCMU-UHFFFAOYSA-N,BRD-A28940325
1103,D08AE04,5564,Triclosan,XEFQLINVKFYRCS-UHFFFAOYSA-N,BRD-K41731458
1104,A16AX12,5565,Trientine,VILCJCGEZXAXTO-UHFFFAOYSA-N,BRD-K37111771
1105,N05AB06,5566,Trifluoperazine,ZEWQUBUPAILYHI-UHFFFAOYSA-N,BRD-K89732114
1106,N05AA05,5568,Triflupromazine,XSCGXQMFQXDFCW-UHFFFAOYSA-N,BRD-K63675182
1107,N04AA01,5572,Trihexyphenidyl,HWHLPVGTWGOCJO-UHFFFAOYSA-N,BRD-A48180038
1108,A03AA05,5573,Trimebutine,LORDFXWUHHSAQU-UHFFFAOYSA-N,BRD-A92630576
1109,R06AD01,5574,Alimemazine,ZZHLYYDVIOPZBE-UHFFFAOYSA-N,BRD-A49225603
1110,N03AC02,5576,Trimethadione,IRYJRGCIQBGHIV-UHFFFAOYSA-N,BRD-K16606819
1111,R06AA10,5577,Trimethobenzamide,FEZBIKUBAYAZIU-UHFFFAOYSA-N,BRD-K34415467
1112,J01EA01,5578,Trimethoprim,IEDVJHCEMCRBQM-UHFFFAOYSA-N,BRD-K07208025
1113,N06AA06,5584,Trimipramine,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,BRD-A19195498
1114,D05AD01,5585,Trioxysalen,FMHHVULEAZTJMA-UHFFFAOYSA-N,BRD-K54790157
1115,D04AA04,5587,Tripelennamine,UFLGIAIHIAPJJC-UHFFFAOYSA-N,BRD-K57033106
1116,A10BG01,5591,Troglitazone,GXPHKUHSUJUWKP-UHFFFAOYSA-N,BRD-A13084692
1117,S01FA06,5593,Tropicamide,BGDKAVGWHJFAGW-UHFFFAOYSA-N,BRD-A79672927
1118,A02BX11,5597,Troxipide,YSIITVVESCNIPR-UHFFFAOYSA-N,BRD-A68589262
1119,R03AC11,5606,Tulobuterol,YREYLAVBNPACJM-UHFFFAOYSA-N,BRD-A37441042
1120,J05AG02,5625,Delavirdine,WHBIGIKBNXZKFE-UHFFFAOYSA-N,BRD-K34068325
1121,C02CA06,5639,Urapidil,ICMGLRUYEQNHPF-UHFFFAOYSA-N,BRD-K73196317
1122,B02AA01,564,Aminocaproic acid,SLXKOJJOQWFEFD-UHFFFAOYSA-N,BRD-K64931368
1123,N06AX16,5656,Venlafaxine,PNVNVHUZROJLTJ-UHFFFAOYSA-N,BRD-A51714012
1124,J05AP09,56640146,Dasabuvir,NBRBXGKOEOGLOI-UHFFFAOYSA-N,BRD-K02943813
1125,L01EM03,56649450,Alpelisib,STUWGJZDJHPWGZ-LBPRGKRZSA-N,BRD-K54997624
1126,N03AG04,5665,Vigabatrin,PJDFLNIOAUIZSL-UHFFFAOYSA-N,BRD-A07893380
1127,N06AX09,5666,Viloxazine,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,BRD-A59198242
1128,C01EB18,56959,Ranolazine,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,BRD-A97674275
1129,D01AC08,5702077,Ketoconazole,XMAYWYJOQHXEEK-NASUQTAISA-N,BRD-A38350138
1130,C01AX02,5702166,Peruvoside,PMTSPAGBAFCORP-WUHAFPOOSA-N,BRD-A57089740
1131,R01AA07,5709,Xylometazoline,HUCJFAOMUPXHDK-UHFFFAOYSA-N,BRD-K08356259
1132,R03DC01,5717,Zafirlukast,YEEZWCHGZNKEEK-UHFFFAOYSA-N,BRD-K71289571
1133,N05CF03,5719,Zaleplon,HUNXMJYCHXQEGX-UHFFFAOYSA-N,BRD-K92657060
1134,N05CF02,5732,Zolpidem,ZAFYATHCZYHLPB-UHFFFAOYSA-N,BRD-K44876623
1135,L01EB05,57335384,Rociletinib,HUFOZJXAKZVRNJ-UHFFFAOYSA-N,BRD-K33610132
1136,N03AX15,5734,Zonisamide,UBQNRHZMVUUOMG-UHFFFAOYSA-N,BRD-K48300629
1137,N05CF01,5735,Zopiclone,GBBSUAFBMRNDJC-UHFFFAOYSA-N,BRD-A34309505
1138,D11AX10,57363,Finasteride,DBEPLOCGEIEOCV-WSBQPABSSA-N,BRD-K01095011
1139,L01ED02,57379345,Ceritinib,VERWOWGGCGHDQE-UHFFFAOYSA-N,BRD-K22149900
1140,J01DD01,5742673,Cefotaxime,GPRBEKHLDVQUJE-QSWIMTSFSA-N,BRD-K78364995
1141,J01DF01,5742832,Aztreonam,WZPBZJONDBGPKJ-VEHQQRBSSA-N,BRD-K62607865
1142,A01AC02,5743,Dexamethasone,UREBDLICKHMUKA-CXSFZGCWSA-N,BRD-K38775274
1143,D06BB10,57469,Imiquimod,DOUYETYNHWVLEO-UHFFFAOYSA-N,BRD-K26657438
1144,A03AB03,5749,Oxyphenonium,GFRUPHOKLBPHTQ-UHFFFAOYSA-N,BRD-A14208071
1145,G03CA04,5756,Estriol,PROQIPRRNZUXQM-ZXXIGWHRSA-N,BRD-K17016787
1146,G03CA03,5757,Estradiol,VOXZDWNPVJITMN-ZBRFXRBCSA-N,BRD-K18910433
1147,C02AA02,5770,Reserpine,QEVHRUUCFGRFIF-MDEJGZGSSA-N,BRD-K95921201
1148,C04AB01,5775,Phentolamine,MRBDMNSDAVCSSF-UHFFFAOYSA-N,BRD-K90333595
1149,A06AD18,5780,Sorbitol,FBPFZTCFMRRESA-JGWLITMVSA-N,BRD-K66035042
1150,L01BC09,5790,Floxuridine,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,BRD-K47832606
1151,D11AX08,5803,Tiratricol,UOWZUVNAGUAEQC-UHFFFAOYSA-N,BRD-K61236135
1152,A01AD01,5816,Epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,BRD-K63126190
1153,H03AA01,5819,Levothyroxine sodium,XUIIKFGFIJCVMT-LBPRGKRZSA-N,BRD-K30685142
1154,J01MA10,58258,Rufloxacin,NJCJBUHJQLFDSW-UHFFFAOYSA-N,BRD-K62374253
1155,C03DA01,5833,Spironolactone,LXMSZDCAJNLERA-ZHYRCANASA-N,BRD-K90027355
1156,P02BB01,5853,Metrifonate,NFACJZMKEDPNKN-UHFFFAOYSA-N,BRD-A22101059
1157,A07EA03,5865,Prednisone,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,BRD-K85883481
1158,G03CA07,5870,Estrone,DNXHEGUUPJUMQT-CBZIJGRNSA-N,BRD-K81839095
1159,A14AA08,5878,Oxandrolone,QSLJIVKCVHQPLV-PEMPUTJUSA-N,BRD-K92467929
1160,A14AA07,5881,Prasterone,FMGSKLZLMKYGDP-USOAJAOKSA-N,BRD-K41256143
1161,J01CE01,5904,Benzylpenicillin,JGSARLDLIJGVTE-MBNYWOFBSA-N,BRD-K55191674
1162,D06BB01,5905,Idoxuridine,XQFRJNBWHJMXHO-RRKCRQDMSA-N,BRD-K76634210
1163,C01CA09,5906,Metaraminol,WXFIGDLSSYIKKV-RCOVLWMOSA-N,BRD-K96253961
1164,N07AX01,5910,Pilocarpine,QCHFTSOMWOSFHM-WPRPVWTQSA-N,BRD-K85090592
1165,R07AB03,5917,Pentetrazol,CWRVKFFCRWGWCS-UHFFFAOYSA-N,BRD-K57718010
1166,N04BC09,59227,Rotigotine,KFQYTPMOWPVWEJ-INIZCTEOSA-N,BRD-K91111634
1167,D06AX02,5959,Chloramphenicol,WIIZWVCIJKGZOK-RKDXNWHRSA-N,BRD-K08111712
1168,A16AA03,5961,Glutamine,ZDXPYRJPNDTMRX-VKHMYHEASA-N,BRD-K83896451
1169,S01EB04,5966,Demecarium,RWZVPVOZTJJMNU-UHFFFAOYSA-N,BRD-K51471001
1170,C07AB09,59768,Esmolol,AQNDDEOPVVGCPG-UHFFFAOYSA-N,BRD-A07395371
1171,L01CA02,5978,Vincristine,OGWKCGZFUXNPDA-XQKSVPLYSA-N,BRD-K49229349
1172,S01EB05,5983,Physostigmine,PIJVFDBKTWXHHD-HIFRSBDPSA-N,BRD-K25650355
1173,G03CA01,5991,Ethinylestradiol,BFPYWIDHMRZLRN-SLHNCBLASA-N,BRD-K48195008
1174,G03DA04,5994,Progesterone,RJKFOVLPORLFTN-LEKSSAKUSA-N,BRD-K64994968
1175,M03AA02,6000,Tubocurarine,JFJZZMVDLULRGK-URLMMPGGSA-O,BRD-K99621550
1176,G04BE07,6005,Apomorphine,VMWNQDUVQKEIOC-CYBMUJFWSA-N,BRD-K76022557
1177,N02BB03,6009,Aminophenazone,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,BRD-K12568846
1178,G03BA02,6010,Methyltestosterone,GCKMFJBGXUYNAG-HLXURNFRSA-N,BRD-K84036904
1179,N05AE03,60149,Sertindole,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,BRD-K69116396
1180,D10AD03,60164,Adapalene,LZCDAPDGXCYOEH-UHFFFAOYSA-N,BRD-K33127281
1181,N07XX06,6018,Tetrabenazine,MKJIEFSOBYUXJB-UHFFFAOYSA-N,BRD-A47564106
1182,L02BG06,60198,Exemestane,BFYIZQONLCFLEV-DAELLWKTSA-N,BRD-K33425534
1183,J01DB03,6024,Cefalotin,XIURVHNZVLADCM-IUODEOHRSA-N,BRD-K28210218
1184,A07AA08,6032,Kanamycin,SBUJHOSQTJFQJX-NOAMYHISSA-N,BRD-K08327065
1185,C01CA06,6041,Phenylephrine,SONNWYBIRXJNDC-VIFPVBQESA-N,BRD-K73381542
1186,N06DA05,604519,Ipidacrine,YLUSMKAJIQOXPV-UHFFFAOYSA-N,BRD-K66896231
1187,J01MA09,60464,Sparfloxacin,DZZWHBIBMUVIIW-DTORHVGOSA-N,BRD-K07612980
1188,N04BA01,6047,Levodopa,WTDRDQBEARUVNC-LURJTMIESA-N,BRD-K34730807
1189,B01AC04,60606,Clopidogrel,GKTWGGQPFAXNFI-HNNXBMFYSA-N,BRD-K27721098
1190,N03AG06,60648,Tiagabine,PBJUNZJWGZTSKL-MRXNPFEDSA-N,BRD-K60160658
1191,C08CX01,60663,Mibefradil,HBNPJJILLOYFJU-VMPREFPWSA-N,BRD-K09549677
1192,L01CE01,60700,Topotecan,UCFGDBYHRUNTLO-QHCPKHFHSA-N,BRD-K55696337
1193,S01BC11,60726,Bromfenac,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,BRD-K47679368
1194,L01BC05,60750,Gemcitabine,SDUQYLNIPVEERB-QPPQHZFASA-N,BRD-K15108141
1195,L01XD05,60751,Temoporfin,LYPFDBRUNKHDGX-UHFFFAOYSA-N,BRD-K63712959
1196,C01BD05,60753,Ibutilide,ALOBUEHUHMBRLE-UHFFFAOYSA-N,BRD-A74391928
1197,N05AA04,6077,Acepromazine,NOSIYYJFMPDDSA-UHFFFAOYSA-N,BRD-K37814297
1198,N05AX12,60795,Aripiprazole,CEUORZQYGODEFX-UHFFFAOYSA-N,BRD-K70358946
1199,C10AA05,60823,Atorvastatin,XUKUURHRXDUEBC-KAYWLYCHSA-N,BRD-K69726342
1200,J05AF05,60825,Lamivudine,JTEGQNOMFQHVDC-NKWVEPMBSA-N,BRD-K02992638
1201,C01CA10,6082,Methoxamine,WJAJPNHVVFWKKL-UHFFFAOYSA-N,BRD-A39189014
1202,N06AX21,60835,Duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,BRD-K71103788
1203,L01CE02,60838,Irinotecan,UWKQSNNFCGGAFS-XIFFEERXSA-N,BRD-K08547377
1204,C09CA03,60846,Valsartan,ACWBQPMHZXGDFX-QFIPXVFZSA-N,BRD-K45158365
1205,M05BA06,60852,Ibandronic acid,MPBVHIBUJCELCL-UHFFFAOYSA-N,BRD-K08681769
1206,N05AE04,60854,Ziprasidone,MVWVFYHBGMAFLY-UHFFFAOYSA-N,BRD-K29582115
1207,N02CC03,60857,Zolmitriptan,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,BRD-K54314721
1208,J05AF09,60877,Emtricitabine,XQSPYNMVSIKCOC-NTSWFWBYSA-N,BRD-K61452026
1209,M05BA05,60937,Tiludronic acid,DKJJVAGXPKPDRL-UHFFFAOYSA-N,BRD-K10845183
1210,P02BX02,6093,Niridazole,RDXLYGJSWZYTFJ-UHFFFAOYSA-N,BRD-K53123955
1211,B01AC17,60947,Tirofiban,COKMIXFXJJXBQG-NRFANRHFSA-N,BRD-K37872686
1212,L01BC06,60953,Capecitabine,GAGWJHPBXLXJQN-UORFTKCHSA-N,BRD-K61192372
1213,C01EB10,60961,Adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,BRD-K01577834
1214,J01CF02,6098,Cloxacillin,LQOLIRLGBULYKD-JKIFEVAISA-N,BRD-K01244426
1215,M01AG02,610479,Tolfenamic acid,YEZNLOUZAIOMLT-UHFFFAOYSA-N,BRD-K50133271
1216,A03AB15,6127,Diphemanil,LCTZPQRFOZKZNK-UHFFFAOYSA-N,BRD-K93441486
1217,H02AA03,6166,Desoxycortone,ZESRJSPZRDMNHY-YFWFAHHUSA-N,BRD-K98521173
1218,M04AC01,6167,Colchicine,IAKHMKGGTNLKSZ-INIZCTEOSA-N,BRD-K00259736
1219,P01BB01,6178111,Proguanil,SSOLNOMRVKKSON-UHFFFAOYSA-N,BRD-K28183345
1220,L01AD08,6194,Uramustine,IDPUKCWIGUEADI-UHFFFAOYSA-N,BRD-K10180294
1221,J01CF04,6196,Oxacillin,UWYHMGVUTGAWSP-JKIFEVAISA-N,BRD-K96786677
1222,N01AB02,6212,Chloroform,HEDRZPFGACZZDS-UHFFFAOYSA-N,BRD-K88785477
1223,C05AA10,6215,Fluocinolone acetonide,FEBLZLNTKCEFIT-VSXGLTOVSA-N,BRD-K94353609
1224,G03AC01,6230,Norethisterone,VIKNJXKGJWUCNN-XGXHKTLJSA-N,BRD-K92073408
1225,J04AB01,6234,Cycloserine,DYDCUQKUCUHJBH-UWTATZPHSA-N,BRD-K87226815
1226,J01CA01,6249,Ampicillin,AVKUERGKIZMTKX-NJBDSQKTSA-N,BRD-K68432770
1227,L01BC01,6253,Cytarabine,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,BRD-K33106058
1228,S01AD02,6256,Trifluridine,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,BRD-K03243820
1229,M03AC11,62887,Cisatracurium,YXSLJKQTIDHPOT-LJCJQEJUSA-N,BRD-K17498618
1230,N06AX02,6305,Tryptophan,QIVBCDIJIAJPQS-VIFPVBQESA-N,BRD-K83776863
1231,C03BA02,6307,Quinethazone,AGMMTXLNIQSRCG-UHFFFAOYSA-N,BRD-A59303141
1232,L01CA02,6324671,Vincristine,OGWKCGZFUXNPDA-CUGARIAGSA-N,BRD-A60414806
1233,A04AA05,6337614,Palonosetron,CPZBLNMUGSZIPR-NVXWUHKLSA-N,BRD-K08924299
1234,A02BX01,636403,Carbenoxolone,OBZHEBDUNPOCJG-WBXJDKIVSA-N,BRD-K12765235
1235,L04AX07,637568,Dimethyl fumarate,LDCRTTXIJACKKU-ONEGZZNKSA-N,BRD-K31111078
1236,J01DD15,6398970,Cefdinir,RTXOFQZKPXMALH-PRHODGIISA-N,BRD-K03012696
1237,J01DD15,6399253,Cefdinir,RTXOFQZKPXMALH-RWFJUVPESA-N,BRD-K52735702
1238,J01DB07,6410758,Cefatrizine,UOCJDOLVGGIYIQ-PBFPGSCMSA-N,BRD-M47937986
1239,J05AG03,64139,Efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,BRD-K40758068
1240,J05AE04,64143,Nelfinavir,QAGYKUNXZHXKMR-HKWSIXNMSA-N,BRD-K74117820
1241,H01BA03,644076,Lypressin,BJFIDCADFRDPIO-DZCXQCEKSA-N,BRD-K93331255
1242,L01EG02,6442177,Everolimus,HKVAMNSJSFKALM-GKUWKFKPSA-N,BRD-K13514097
1243,L01EA03,644241,Nilotinib,HHZIURLSWUIHRB-UHFFFAOYSA-N,BRD-K81528515
1244,L01DC04,6445540,Ixabepilone,FABUFPQFXZVHFB-PVYNADRNSA-N,BRD-K03601870
1245,G03BA01,6446,Fluoxymesterone,YLRFCQOZQXIBAB-RBZZARIASA-N,BRD-K24255045
1246,L01EK01,6450551,Axitinib,RITAVMQDGBJQJZ-FMIVXFBMSA-N,BRD-K29905972
1247,J05AG05,6451164,Rilpivirine,YIBOMRUWOWDFLG-ONEGZZNKSA-N,BRD-K06240250
1248,J01FA13,6473883,Dirithromycin,WLOHNSSYAXHWNR-DWIOZXRMSA-N,BRD-K52756523
1249,J01CA09,6479523,Azlocillin,JTWOMNBEOCYFNV-NFFDBFGFSA-N,BRD-K60663764
1250,L03AX16,65015,Plerixafor,YIQPUIGJQJDJOS-UHFFFAOYSA-N,BRD-K33240821
1251,J05AE05,65016,Amprenavir,YMARZQAQMVYCKC-OEMFJLHTSA-N,BRD-K47827687
1252,J05AH02,65028,Oseltamivir,VSZGPKBBMSAYNT-RRFJBIMHSA-N,BRD-K76011241
1253,V08AB04,65492,Iopamidol,XQZXYNRDCRIARQ-LURJTMIESA-N,BRD-K75868704
1254,L01AA09,65628,Bendamustine,YTKUWDBFDASYHO-UHFFFAOYSA-N,BRD-K17068645
1255,P01BE03,65664,Artesunate,FIHJKUPKCHIPAT-NKHDUEHSSA-N,BRD-K79759031
1256,L01BB05,657237,Fludarabine,HBUBKKRHXORPQB-FJFJXFQQSA-N,BRD-K66788707
1257,C04AX19,657255,Suloctidil,BFCDFTHTSVTWOG-YLJYHZDGSA-N,BRD-K42635745
1258,H03BA02,657298,Propylthiouracil,KNAHARQHSZJURB-UHFFFAOYSA-N,BRD-K48168960
